Time,Gonio,EMG,ai02,ai03,ai04,ai05,Load_EX,Load_FX
24.3032, -58.93066,1.986694,1.990356,1.991272,1.98761,1.984558,-9.806351,-2.429217
34.2932, -59.8645,1.984558,1.990051,1.992798,1.987915,1.987,-9.806351,-2.422334
44.2946, -58.68347,1.984253,1.986694,1.990356,1.985779,1.984863,-9.806351,-2.417845
54.2882, -59.34265,1.982117,1.984558,1.988831,1.986389,1.983948,-9.806351,-2.458247
64.34901, -59.45251,1.984253,1.991272,1.994324,1.985779,1.981201,-9.806351,-2.402881
74.2646, -58.40881,1.980591,1.987915,1.991577,1.98822,1.989136,-9.806351,-2.459743
84.28719, -59.67224,1.988525,1.987915,1.989441,1.986694,1.987,-9.806351,-2.410961
94.2819, -59.04053,1.982422,1.987915,1.993408,1.989136,1.984863,-9.806351,-2.404976
104.2504, -58.93066,1.987915,1.985168,1.983337,1.981506,1.982422,-9.806351,-2.422932
114.2563, -59.28772,1.978455,1.987,1.989746,1.990662,1.989136,-9.806351,-2.367866
124.2955, -58.65601,1.979675,1.986084,1.993103,1.992493,1.991882,-9.806351,-2.457648
134.2517, -60.00183,1.978455,1.994934,1.99585,1.990662,1.987305,-9.806351,-2.403479
144.2427, -58.46375,1.987915,1.989441,1.989136,1.982117,1.981506,-9.806351,-2.379837
154.2442, -59.17786,1.984863,1.983337,1.985474,1.983337,1.984253,-9.806351,-2.413355
164.2715, -59.37012,1.984558,1.993408,1.994629,1.987915,1.98822,-9.806351,-2.348413
174.2407, -58.65601,1.986084,1.990967,1.994934,1.98822,1.987915,-9.806351,-2.402282
184.2495, -59.47998,1.983032,1.98761,1.992188,1.986694,1.991577,-9.806351,-2.372055
194.5013, -58.51868,1.982117,1.983643,1.990967,1.98761,1.986389,-9.806351,-2.351405
204.241, -59.50745,1.981506,1.986084,1.98761,1.984558,1.982727,-9.806351,-2.384625
214.2986, -59.53491,1.981506,1.991272,1.995544,1.991272,1.987,-9.806351,-2.323273
224.2445, -58.65601,1.985474,1.973877,1.978149,1.973572,1.97876,-9.806351,-2.39061
234.2368, -59.9469,1.984253,1.990356,1.993103,1.991272,1.988525,-9.806351,-2.331354
244.2325, -59.26025,1.984253,1.989746,1.992798,1.988525,1.985474,-9.806351,-2.309507
254.2471, -59.45251,1.984558,1.983643,1.984253,1.984558,1.987,-9.806351,-2.347515
264.242, -59.37012,1.985168,1.984253,1.989746,1.986694,1.990051,-9.806351,-2.293346
274.2364, -59.20532,1.983032,1.988525,1.993408,1.989441,1.991577,-9.806351,-2.374449
284.2679, -60.0293,1.986694,1.994019,1.993713,1.986389,1.981201,-9.806351,-2.324471
294.2533, -59.45251,1.984863,1.993103,1.99585,1.987305,1.983337,-9.806351,-2.304419
304.238, -59.8645,1.987915,1.988525,1.98761,1.982727,1.983643,-9.806351,-2.314295
314.2667, -59.97437,1.979065,1.987,1.989136,1.989746,1.986694,-9.806351,-2.259229
324.2449, -59.58984,1.981506,1.988525,1.991882,1.987915,1.988525,-9.806351,-2.337339
334.3168, -60.74341,1.97998,1.985474,1.992493,1.992798,1.994629,-9.806351,-2.272696
344.2339, -59.64478,1.984863,1.990662,1.990356,1.982422,1.985474,-9.806351,-2.250849
354.2809, -60.96313,1.984253,1.98822,1.988525,1.989441,1.983337,-9.806351,-2.272995
364.2467, -60.71594,1.984253,1.987915,1.988831,1.990051,1.98761,-9.806351,-2.214337
374.2883, -60.79834,1.981506,1.98822,1.995544,1.990356,1.988831,-9.806351,-2.288857
384.2461, -62.08923,1.97876,1.990051,1.993408,1.992798,1.991577,-9.806351,-2.240374
394.2706, -60.82581,1.985168,1.986084,1.987915,1.98761,1.987305,-9.806351,-2.22571
404.2421, -61.9519,1.976013,1.983643,1.983643,1.985474,1.985474,-9.806351,-2.236484
414.2738, -62.66602,1.97937,1.986084,1.990356,1.989136,1.987915,-9.806351,-2.170344
