DataTypeVer2.0,Time,RawData
NumberOfData,,36000
PreTriggerData,,0
SamplingTime[ms],,1.00000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-4.44125
,0.001,-3.51839
,0.002,-2.56257
,0.003,-3.89193
,0.004,-2.76033
,0.005,-3.44148
,0.006,-3.68319
,0.007,-5.67172
,0.008,-3.54586
,0.009,-4.90269
,0.01,-4.2435
,0.011,-5.19382
,0.012,-3.82601
,0.013,-5.051
,0.014,-4.19956
,0.015,-4.37534
,0.016,-5.59483
,0.017,-3.61726
,0.018,-1.3733e-2
,0.019,-3.44148
,0.02,-3.76009
,0.021,-4.8917
,0.022,-4.16659
,0.023,-4.57859
,0.024,-3.17782
,0.025,-4.29293
,0.026,-2.25496
,0.027,-0.8487
,0.028,-3.43599
,0.029,-4.40829
,0.03,-3.66671
,0.031,-4.27645
,0.032,-3.37007
,0.033,-4.22702
,0.034,-3.99081
,0.035,-5.07847
,0.036,-1.96932
,0.037,-2.39778
,0.038,-3.28219
,0.039,-3.04049
,0.04,-3.22176
,0.041,-4.21603
,0.042,-2.99104
,0.043,-4.23251
,0.044,-3.26021
,0.045,-2.59004
,0.046,-5.96287
,0.047,-2.68342
,0.048,-3.30966
,0.049,-3.65572
,0.05,-1.71112
,0.051,-3.33712
,0.052,-3.35909
,0.053,-3.98532
,0.054,-3.5898
,0.055,-5.4575
,0.056,-7.89647
,0.057,-3.80404
,0.058,-2.17256
,0.059,-5.10043
,0.06,-2.7054
,0.061,-4.30942
,0.062,-4.06772
,0.063,-2.95259
,0.064,-4.5621
,0.065,-7.36364
,0.066,-3.56233
,0.067,-3.90292
,0.068,-2.97457
,0.069,-3.12837
,0.07,-4.25449
,0.071,-4.2435
,0.072,-3.13387
,0.073,-3.74911
,0.074,-5.39707
,0.075,-3.80404
,0.076,-4.58407
,0.077,-4.73239
,0.078,-3.5953
,0.079,-2.02425
,0.08,-3.97982
,0.081,-3.14485
,0.082,-3.24374
,0.083,-5.51792
,0.084,-3.61726
,0.085,-3.89193
,0.086,-2.74385
,0.087,-4.17208
,0.088,-3.64473
,0.089,-4.09518
,0.09,-3.74362
,0.091,-5.34214
,0.092,-4.99057
,0.093,-2.91414
,0.094,-3.47445
,0.095,-3.89193
,0.096,-3.61726
,0.097,-3.837
,0.098,-2.74934
,0.099,-3.89193
,0.1,-3.38655
,0.101,-5.38608
,0.102,-2.65596
,0.103,-4.64449
,0.104,-2.99104
,0.105,-4.10617
,0.106,-3.66671
,0.107,-3.28219
,0.108,-3.39205
,0.109,-4.11715
,0.11,-3.56783
,0.111,-3.38655
,0.112,-3.55685
,0.113,-2.82625
,0.114,-4.18857
,0.115,-3.36459
,0.116,-4.94663
,0.117,-3.72714
,0.118,-4.43576
,0.119,-3.93039
,0.12,-4.04025
,0.121,0.53009
,0.122,-4.1556
,0.123,-3.39754
,0.124,-4.1556
,0.125,-4.73788
,0.126,-4.82578
,0.127,-3.78207
,0.128,-4.44125
,0.129,-4.17758
,0.13,-1.06293
,0.131,-4.97409
,0.132,-3.47445
,0.133,-4.58407
,0.134,-2.3813
,0.135,-3.46895
,0.136,-3.68869
,0.137,-4.02377
,0.138,-3.12837
,0.139,-0.83771
,0.14,-2.11213
,0.141,-3.2657
,0.142,-4.36435
,0.143,-3.86996
,0.144,-3.00203
,0.145,-2.76033
,0.146,-3.63924
,0.147,-3.44148
,0.148,-1.91987
,0.149,-4.97958
,0.15,-3.76009
,0.151,-4.1556
,0.152,-3.95785
,0.153,-4.52364
,0.154,-3.65572
,0.155,-5.08396
,0.156,-3.96883
,0.157,-2.623
,0.158,-4.25998
,0.159,-7.03404
,0.16,-4.03475
,0.161,-3.96883
,0.162,-3.99081
,0.163,-4.43027
,0.164,-3.32063
,0.165,-3.19979
,0.166,-3.70516
,0.167,-4.78183
,0.168,-6.14414
,0.169,-4.78732
,0.17,-4.18857
,0.171,-4.14461
,0.172,-3.1888
,0.173,-3.82051
,0.174,-4.65548
,0.175,-3.85348
,0.176,-3.41402
,0.177,-5.32016
,0.178,-2.60103
,0.179,-3.63924
,0.18,-5.2103
,0.181,-3.45247
,0.182,-3.62825
,0.183,-3.68319
,0.184,-4.17208
,0.185,-4.04025
,0.186,-4.96859
,0.187,-2.89217
,0.188,-4.51815
,0.189,-4.09518
,0.19,-4.99606
,0.191,-5.16635
,0.192,-4.91366
,0.193,-3.79305
,0.194,-3.97982
,0.195,-5.14438
,0.196,-3.13387
,0.197,-0.34882
,0.198,-2.76033
,0.199,-5.2103
,0.2,-3.97433
,0.201,-3.71615
,0.202,-2.68342
,0.203,-3.63375
,0.204,-2.66695
