DataTypeVer2.0,Time,RawData
NumberOfData,,36000
PreTriggerData,,0
SamplingTime[ms],,1.00000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-10.7145
,0.001,-10.4179
,0.002,-9.72022
,0.003,-9.92347
,0.004,-10.8518
,0.005,-9.37414
,0.006,-10.1652
,0.007,-9.70374
,0.008,-9.72022
,0.009,-8.72046
,0.01,-9.28626
,0.011,-10.4728
,0.012,-9.35218
,0.013,-10.0498
,0.014,-11.11
,0.015,-7.57238
,0.016,-10.0223
,0.017,-10.9122
,0.018,-9.63232
,0.019,-11.4176
,0.02,-10.0553
,0.021,-9.67628
,0.022,-9.82459
,0.023,-10.1322
,0.024,-9.53895
,0.025,-9.30273
,0.026,-8.682
,0.027,-8.40184
,0.028,-11.2858
,0.029,-13.4831
,0.03,-10.3355
,0.031,-9.58289
,0.032,-8.95117
,0.033,-9.6598
,0.034,-10.1652
,0.035,-8.81933
,0.036,-9.094
,0.037,-11.11
,0.038,-12.9228
,0.039,-10.1871
,0.04,-8.98962
,0.041,-9.4126
,0.042,-9.58289
,0.043,-10.1816
,0.044,-8.97315
,0.045,-9.094
,0.046,-9.20935
,0.047,-11.1594
,0.048,-10.1926
,0.049,-8.90173
,0.05,-10.4069
,0.051,-9.29725
,0.052,-9.31921
,0.053,-9.7367
,0.054,-9.95642
,0.055,-10.4398
,0.056,-10.3849
,0.057,-7.85253
,0.058,-8.34142
,0.059,-8.66552
,0.06,-10.5442
,0.061,-10.1432
,0.062,-10.9672
,0.063,-9.76416
,0.064,-10.6321
,0.065,-11.2254
,0.066,-10.6486
,0.067,-6.36388
,0.068,-10.0992
,0.069,-10.3959
,0.07,-8.24255
,0.071,-10.3025
,0.072,-9.05004
,0.073,-9.93445
,0.074,-10.5112
,0.075,-7.70422
,0.076,-5.5399
,0.077,-9.84656
,0.078,-8.40184
,0.079,-9.62683
,0.08,-9.75317
,0.081,-10.3135
,0.082,-9.14893
,0.083,-10.1487
,0.084,-9.02258
,0.085,-7.67675
,0.086,-9.59388
,0.087,-9.4126
,0.088,-10.264
,0.089,-10.6595
,0.09,-9.56091
,0.091,-10.275
,0.092,-9.13244
,0.093,-8.6875
,0.094,-8.00634
,0.095,-10.5387
,0.096,-8.94568
,0.097,-11.0551
,0.098,-9.64331
,0.099,-10.4124
,0.1,-9.30822
,0.101,-11.132
,0.102,-10.4233
,0.103,-8.29748
,0.104,-10.2201
,0.105,-9.42907
,0.106,-10.3574
,0.107,-10.1652
,0.108,-10.286
,0.109,-9.12695
,0.11,-5.87497
,0.111,-8.7699
,0.112,-8.17113
,0.113,-9.68176
,0.114,-13.4886
,0.115,-9.56091
,0.116,-9.69824
,0.117,-10.3794
,0.118,-9.83008
,0.119,-10.0004
,0.12,-9.6598
,0.121,-8.26452
,0.122,-10.5662
,0.123,-13.5929
,0.124,-9.34119
,0.125,-9.96741
,0.126,-9.38513
,0.127,-8.93469
,0.128,-10.5991
,0.129,-9.31372
,0.13,-9.32471
,0.131,-10.5003
,0.132,-11.8021
,0.133,-9.42907
,0.134,-10.1762
,0.135,-10.8738
,0.136,-9.95642
,0.137,-9.35218
,0.138,-10.0388
,0.139,-9.18738
,0.14,-10.8848
,0.141,-12.0823
,0.142,-9.13794
,0.143,-9.92347
,0.144,-8.95666
,0.145,-11.1759
,0.146,-9.46753
,0.147,-9.84107
,0.148,-9.82459
,0.149,-10.0773
,0.15,-11.2089
,0.151,-10.3849
,0.152,-10.8189
,0.153,-9.80262
,0.154,-10.1707
,0.155,-10.1267
,0.156,-10.1212
,0.157,-10.1542
,0.158,-10.3849
,0.159,-11.099
,0.16,-9.17639
,0.161,-10.2366
,0.162,-8.88525
,0.163,-9.89051
,0.164,-9.896
,0.165,-10.1707
,0.166,-10.7639
,0.167,-10.8793
,0.168,-10.7529
,0.169,-8.682
,0.17,-11.3627
,0.171,-9.13794
,0.172,-10.5662
,0.173,-10.264
,0.174,-11.522
,0.175,-9.47303
,0.176,-10.0663
,0.177,-10.4618
,0.178,-10.7474
,0.179,-6.48473
,0.18,-8.07226
,0.181,-10.2311
,0.182,-9.30822
,0.183,-9.91248
,0.184,-9.18738
,0.185,-9.54992
,0.186,-11.3187
,0.187,-11.2309
,0.188,-7.7921
,0.189,-9.896
,0.19,-10.6651
,0.191,-10.2146
,0.192,-9.5719
,0.193,-8.89075
,0.194,-9.4895
,0.195,-10.0498
,0.196,-9.04455
,0.197,-8.05578
,0.198,-12.5108
,0.199,-8.59412
,0.2,-8.63806
,0.201,-9.52246
,0.202,-10.4453
,0.203,-9.75867
,0.204,-8.75341
,0.205,-10.275
