DataTypeVer2.0,Time,RawData
NumberOfData,,36000
PreTriggerData,,0
SamplingTime[ms],,1.00000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-9.52796
,0.001,-6.23204
,0.002,-6.60558
,0.003,-5.47946
,0.004,-7.56139
,0.005,-5.23776
,0.006,-5.94089
,0.007,-6.23204
,0.008,-5.85849
,0.009,-7.00109
,0.01,-5.32016
,0.011,-8.15465
,0.012,-6.70445
,0.013,-8.15465
,0.014,-5.2103
,0.015,-6.8253
,0.016,-6.81431
,0.017,-7.28673
,0.018,-7.52843
,0.019,-6.86376
,0.02,-6.80883
,0.021,-6.74291
,0.022,-8.29748
,0.023,-5.40257
,0.024,-6.7539
,0.025,-6.11667
,0.026,-6.85277
,0.027,-7.78661
,0.028,-6.25401
,0.029,-6.86376
,0.03,-9.07751
,0.031,-8.20958
,0.032,-6.18259
,0.033,-6.8198
,0.034,-5.24326
,0.035,-7.09447
,0.036,-6.1002
,0.037,-6.67149
,0.038,-6.63304
,0.039,-6.93517
,0.04,-8.11071
,0.041,-6.87473
,0.042,-7.47899
,0.043,-5.74314
,0.044,-6.3419
,0.045,-7.01756
,0.046,-7.30321
,0.047,-5.05649
,0.048,-6.76487
,0.049,-8.29198
,0.05,-8.25353
,0.051,-6.36388
,0.052,-6.07823
,0.053,-5.24875
,0.054,-6.9901
,0.055,-5.88596
,0.056,-6.31443
,0.057,-7.84703
,0.058,-9.02258
,0.059,-6.3419
,0.06,-7.02305
,0.061,-6.35289
,0.062,-7.41307
,0.063,-6.30895
,0.064,-6.48473
,0.065,-6.79234
,0.066,-7.85253
,0.067,-9.57739
,0.068,-7.01207
,0.069,-7.37462
,0.07,-5.30368
,0.071,-6.1771
,0.072,-6.5012
,0.073,-6.36388
,0.074,-6.73192
,0.075,-7.88
,0.076,-8.682
,0.077,-6.48473
,0.078,-7.66576
,0.079,-6.52867
,0.08,-7.07798
,0.081,-7.01207
,0.082,-8.05028
,0.083,-6.80333
,0.084,-8.28649
,0.085,-6.08921
,0.086,-5.66075
,0.087,-5.18283
,0.088,-6.28697
,0.089,-6.70994
,0.09,-7.24279
,0.091,-7.33067
,0.092,-5.73764
,0.093,-6.70445
,0.094,-9.64881
,0.095,-5.61679
,0.096,-6.67699
,0.097,-6.66051
,0.098,-6.5836
,0.099,-6.91869
,0.1,-6.73741
,0.101,-7.17687
,0.102,-7.468
,0.103,-9.06103
,0.104,-6.83629
,0.105,-6.70445
,0.106,-6.63304
,0.107,-6.25401
,0.108,-6.53966
,0.109,-6.30895
,0.11,-5.65525
,0.111,-5.84202
,0.112,-9.04455
,0.113,-5.71018
,0.114,-6.67149
,0.115,-5.92441
,0.116,-6.53966
,0.117,-6.62754
,0.118,-7.01207
,0.119,-6.26499
,0.12,-7.83606
,0.121,-9.81909
,0.122,-5.91893
,0.123,-7.08897
,0.124,-7.89099
,0.125,-5.85301
,0.126,-6.83629
,0.127,-7.03404
,0.128,-6.95714
,0.129,-7.01756
,0.13,-9.48402
,0.131,-5.6113
,0.132,-6.50669
,0.133,-6.5012
,0.134,-6.50669
,0.135,-7.04503
,0.136,-8.01184
,0.137,-6.13865
,0.138,-8.4458
,0.139,-10.5277
,0.14,-6.59459
,0.141,-5.58933
,0.142,-7.2318
,0.143,-7.19334
,0.144,-6.51219
,0.145,-5.28172
,0.146,-5.90245
,0.147,-8.34691
,0.148,-10.6321
,0.149,-7.3856
,0.15,-6.5836
,0.151,-6.1057
,0.152,-6.74839
,0.153,-7.01207
,0.154,-6.60008
,0.155,-8.25903
,0.156,-8.80285
,0.157,-10.1322
,0.158,-6.61655
,0.159,-7.38012
,0.16,-6.56162
,0.161,-6.5836
,0.162,-7.65477
,0.163,-7.33617
,0.164,-5.91342
,0.165,-5.64976
,0.166,-9.00061
,0.167,-7.90196
,0.168,-7.3911
,0.169,-7.95691
,0.17,-6.56162
,0.171,-7.27025
,0.172,-6.52317
,0.173,-5.58384
,0.174,-7.94592
,0.175,-7.17137
,0.176,-7.03954
,0.177,-5.71018
,0.178,-6.70445
,0.179,-6.25401
,0.18,-7.56139
,0.181,-6.78136
,0.182,-4.60055
,0.183,-6.73741
,0.184,-5.67172
,0.185,-4.99606
,0.186,-6.57811
,0.187,-5.95738
,0.188,-6.62206
,0.189,-6.84178
,0.19,-6.88023
,0.191,-5.43003
,0.192,-7.48449
,0.193,-7.93493
,0.194,-5.86399
,0.195,-6.57261
,0.196,-6.86925
,0.197,-7.36364
,0.198,-6.36388
,0.199,-7.27574
,0.2,-7.32518
,0.201,-6.54515
,0.202,-9.91248
,0.203,-7.02305
,0.204,-7.12742
