DataTypeVer2.0,Time,RawData
NumberOfData,,36000
PreTriggerData,,0
SamplingTime[ms],,1.00000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,-4.59506
,0.001,-3.80404
,0.002,-5.16087
,0.003,-5.49045
,0.004,-5.7816
,0.005,-5.22128
,0.006,-5.11142
,0.007,-0.95856
,0.008,-4.43576
,0.009,-4.96311
,0.01,-2.98556
,0.011,-4.07871
,0.012,-3.95785
,0.013,-4.66647
,0.014,-4.27645
,0.015,-4.52914
,0.016,-3.86996
,0.017,-5.95738
,0.018,-4.4852
,0.019,-4.24899
,0.02,-5.48496
,0.021,-4.27096
,0.022,-6.01231
,0.023,-4.4852
,0.024,-5.27622
,0.025,-3.25472
,0.026,-6.53966
,0.027,-4.06772
,0.028,-2.65047
,0.029,-4.33688
,0.03,-3.11738
,0.031,-4.44125
,0.032,-5.54538
,0.033,-4.02377
,0.034,-4.78183
,0.035,-4.49069
,0.036,-8.30847
,0.037,-4.10067
,0.038,-4.90817
,0.039,-5.11691
,0.04,-5.61679
,0.041,-5.04001
,0.042,-3.9963
,0.043,-3.28219
,0.044,-4.05673
,0.045,-6.83079
,0.046,-6.20457
,0.047,-4.33688
,0.048,-3.88095
,0.049,-3.28219
,0.05,-4.45223
,0.051,-4.69944
,0.052,-5.02352
,0.053,-5.15536
,0.054,-7.41857
,0.055,-4.18307
,0.056,-5.30918
,0.057,-5.27622
,0.058,-3.34811
,0.059,-3.64473
,0.06,-4.29843
,0.061,-2.62849
,0.062,-4.44125
,0.063,-4.61154
,0.064,-4.29843
,0.065,-4.79831
,0.066,-5.16087
,0.067,-6.40232
,0.068,-5.14438
,0.069,-5.08944
,0.07,-5.08396
,0.071,-4.33138
,0.072,-3.8315
,0.073,-4.2435
,0.074,-0.83771
,0.075,-5.08396
,0.076,-4.60055
,0.077,-3.63375
,0.078,-3.01851
,0.079,-4.88071
,0.08,-3.56783
,0.081,-4.54013
,0.082,-4.81479
,0.083,-3.24374
,0.084,-4.47421
,0.085,-5.22128
,0.086,-4.1556
,0.087,-4.82578
,0.088,-4.75437
,0.089,-4.09518
,0.09,-6.15513
,0.091,-4.30392
,0.092,-2.21101
,0.093,-3.41952
,0.094,-4.25998
,0.095,-2.96907
,0.096,-4.64999
,0.097,-4.44125
,0.098,-5.29819
,0.099,-4.36984
,0.1,-5.7761
,0.101,-2.99104
,0.102,-5.80356
,0.103,-5.61679
,0.104,-4.2435
,0.105,-4.49069
,0.106,-6.96812
,0.107,-5.71018
,0.108,-4.4852
,0.109,-4.4028
,0.11,-4.46322
,0.111,-5.43003
,0.112,-9.47303
,0.113,-3.1888
,0.114,-3.39754
,0.115,-4.78183
,0.116,-5.1334
,0.117,-5.08396
,0.118,-3.80404
,0.119,-3.86996
,0.12,-5.7816
,0.121,-8.89075
,0.122,-5.16087
,0.123,-4.50717
,0.124,-2.59554
,0.125,-2.9471
,0.126,-5.9354
,0.127,-2.80427
,0.128,-2.49666
,0.129,-4.82028
,0.13,-5.54538
,0.131,-4.95762
,0.132,-4.54562
,0.133,-4.51815
,0.134,-4.57859
,0.135,-6.48473
,0.136,-5.56736
,0.137,-4.57859
,0.138,-6.60008
,0.139,-5.64976
,0.14,-5.55087
,0.141,-5.64976
,0.142,-2.93611
,0.143,-3.47445
,0.144,-3.81503
,0.145,-4.83677
,0.146,-4.87522
,0.147,-4.38083
,0.148,-5.06748
,0.149,-4.27096
,0.15,-5.03451
,0.151,-4.61154
,0.152,-4.87522
,0.153,-4.03475
,0.154,-5.43003
,0.155,-4.27096
,0.156,-5.68271
,0.157,-4.32039
,0.158,-4.99057
,0.159,-2.13411
,0.16,-5.47398
,0.161,-3.9963
,0.162,-5.07847
,0.163,-4.60605
,0.164,-3.55685
,0.165,-2.56807
,0.166,-4.4852
,0.167,-3.837
,0.168,-2.63948
,0.169,-5.41354
,0.17,-5.01255
,0.171,-5.33115
,0.172,-4.77085
,0.173,-5.01804
,0.174,-4.74887
,0.175,-5.67722
,0.176,-4.54013
,0.177,-3.0295
,0.178,-3.88643
,0.179,-4.96859
,0.18,-4.44125
,0.181,-4.13364
,0.182,-5.11142
,0.183,-4.58407
,0.184,-5.44101
,0.185,-6.47374
,0.186,-4.67196
,0.187,-4.83677
,0.188,-5.54538
,0.189,-3.97982
,0.19,-4.45774
,0.191,-4.5676
,0.192,-4.55112
,0.193,-5.3696
,0.194,-6.40232
,0.195,-3.43051
,0.196,-4.88071
,0.197,-6.11667
,0.198,-4.34237
,0.199,-4.45223
,0.2,-6.85826
,0.201,-4.84225
,0.202,-3.80954
,0.203,-4.26546
,0.204,-5.49045
