Time,Gonio
0.0,-0.8953857
10.0,-0.8953857
20.0,-0.8953857
30.0,-1.032715
40.0,-0.07141113
50.0,-1.279907
60.0,-0.6756592
70.0,-0.5657959
80.0,-0.7855225
90.0,-0.7305908
100.0,-0.401001
110.0,-0.2087402
120.0,0.1208496
130.0,-0.7305908
140.0,-0.09887695
150.0,-1.362305
160.0,-0.8129883
170.0,0.06591797
180.0,-1.224976
190.0,-0.5932617
200.0,-0.7305908
210.0,-0.4284668
220.0,-1.060181
230.0,-0.4284668
240.0,-0.5657959
250.0,-0.7855225
260.0,-0.1538086
270.0,-1.060181
280.0,-0.8679199
290.0,-0.3186035
300.0,-0.6207275
310.0,-0.01647949
320.0,-0.5657959
330.0,-0.5200195333333333
340.0,-0.47424316666666666
350.0,-0.4284668
360.0,-0.3186035
370.0,-0.1812744
380.0,-1.060181
390.0,-0.07141113
400.0,-1.224976
410.0,-0.5657959
420.0,-0.3460693
430.0,-0.5932617
440.0,-0.7580566
450.0,-0.8404541
460.0,-0.6481934
470.0,-0.703125
480.0,-0.4559326
490.0,-0.8953857
500.0,-0.7855225
510.0,-0.8953857
520.0,-0.3186035
530.0,-0.9228516
540.0,0.1208496
550.0,-1.224976
560.0,-1.279907
570.0,0.09338379
580.0,-0.4833984
590.0,-0.3186035
600.0,-0.5383301
610.0,-0.8953857
620.0,-0.7855225
630.0,0.1208496
640.0,0.09338379
650.0,-0.9777832
660.0,-1.005249
670.0,0.3405762
680.0,-0.7855225
690.0,0.4504395
700.0,-0.6756592
710.0,-0.1538086
720.0,-0.1538086
730.0,-1.142578
740.0,-1.005249
750.0,-0.3460693
760.0,-0.703125
770.0,0.1483154
780.0,-0.6756592
790.0,0.1208496
800.0,-1.115112
810.0,-0.04394531
820.0,-0.2087402
830.0,-0.4559326
840.0,-0.01647949
850.0,-0.6207275
860.0,-0.8679199
870.0,-0.6207275
880.0,-0.703125
890.0,-0.703125
900.0,-1.005249
910.0,-0.5383301
920.0,0.06591797
930.0,-0.8953857
940.0,-0.2911377
950.0,-1.362305
960.0,0.09338379
970.0,-0.1263428
980.0,-1.362305
