Time,Gonio
0.0,0.3131104
10.0,0.3131104
20.0,0.3131104
30.0,0.01098633
40.0,0.4229736
50.0,0.5328369
60.0,0.01098633
70.0,0.3405762
80.0,0.06591797
90.0,1.082153
100.0,0.8349609
110.0,0.2856445
120.0,0.1208496
130.0,-0.401001
140.0,0.1208496
150.0,0.6427002
160.0,0.01098633
170.0,0.3955078
180.0,-0.1538086
190.0,-0.04394531
200.0,-0.1263428
210.0,-0.3186035
220.0,0.3955078
230.0,0.03845215
240.0,0.8349609
250.0,0.8898926
260.0,0.03845215
270.0,0.8898926
280.0,0.5328369
290.0,1.082153
300.0,0.5328369
310.0,0.4779053
320.0,0.3131104
330.0,-0.4833984
340.0,-0.2362061
350.0,-0.2636719
360.0,0.2856445
370.0,0.368042
380.0,0.13458252499999998
390.0,-0.09887695
400.0,0.1483154
410.0,0.1208496
420.0,0.1757813
430.0,0.03845215
440.0,0.3131104
450.0,0.1757813
460.0,0.06591797
470.0,-0.5657959
480.0,-0.7305908
490.0,0.3131104
500.0,0.6152344
510.0,-0.401001
520.0,0.7250977
530.0,-0.6207275
540.0,0.3955078
550.0,0.7250977
560.0,0.09338379
570.0,0.2856445
580.0,-0.4833984
590.0,1.082153
600.0,0.2581787
610.0,-0.4284668
620.0,0.7525635
630.0,0.4229736
640.0,0.670166
650.0,-0.04394531
660.0,-0.3186035
670.0,0.3131104
680.0,-0.01647949
690.0,0.4779053
700.0,0.2581787
710.0,-0.703125
720.0,0.09338379
730.0,-0.6481934
740.0,-0.2087402
750.0,0.6427002
760.0,0.5236816333333334
770.0,0.40466306666666674
780.0,0.2856445
790.0,-0.5932617
800.0,0.6976318
810.0,0.03845215
820.0,1.219482
830.0,0.1757813
840.0,0.7250977
850.0,0.5053711
860.0,0.3955078
870.0,-0.2087402
880.0,0.5053711
890.0,1.219482
900.0,0.3131104
910.0,0.1208496
920.0,0.7800293
930.0,0.01098633
940.0,0.1757813
950.0,1.411743
960.0,-0.5932617
970.0,0.06591797
980.0,-0.23620606500000002
990.0,-0.5383301
1000.0,-0.04394531
1010.0,-0.4284668
1020.0,0.1757813
1030.0,0.06591797
1040.0,-0.07141113
1050.0,-0.4559326
1060.0,-0.3918457
1070.0,-0.3277588
1080.0,-0.2636719
1090.0,0.6152344
1100.0,0.09338379
1110.0,-0.5657959
1120.0,0.6976318
1130.0,0.8074951
1140.0,0.5877686
1150.0,0.7525635
1160.0,0.6976318
1170.0,0.8898926
1180.0,0.2581787
1190.0,-0.2087402
1200.0,0.2307129
1210.0,0.09338379
1220.0,0.3131104
1230.0,-0.1538086
1240.0,0.2032471
1250.0,0.7800293
1260.0,-0.1812744
1270.0,0.5328369
1280.0,0.7250977
1290.0,0.3955078
1300.0,0.09338379
1310.0,-0.3186035
1320.0,1.082153
1330.0,0.2581787
1340.0,-0.2362061
1350.0,0.5877686
1360.0,-0.6756592
1370.0,0.4504395
1380.0,-0.2636719
1390.0,0.7250977
1400.0,-0.04394531
1410.0,-0.6756592
1420.0,0.6976318
1430.0,0.3955078
1440.0,-0.2636719
1450.0,0.5603027
1460.0,-0.4559326
1470.0,-0.1812744
1480.0,-0.4559326
1490.0,-0.21789550000000002
1500.0,0.020141599999999982
1510.0,0.2581787
1520.0,-0.09887695
1530.0,-0.4559326
1540.0,0.7250977
1550.0,0.5877686
1560.0,-0.07141113
1570.0,0.3955078
1580.0,0.1208496
1590.0,-0.3735352
1600.0,0.01098633
1610.0,-0.5108643
1620.0,0.8349609
1630.0,0.2856445
1640.0,0.01098633
1650.0,1.274414
1660.0,-0.3460693
1670.0,0.2856445
1680.0,0.3955078
1690.0,0.1208496
1700.0,0.8349609
1710.0,-0.2087402
1720.0,0.1483154
1730.0,0.2032471
1740.0,-0.01647949
1750.0,0.01098633
1760.0,0.5053711
1770.0,0.3405762
1780.0,0.06591797
1790.0,0.3955078
1800.0,0.5877686
1810.0,-0.2087402
1820.0,0.3955078
1830.0,0.2032471
1840.0,0.6152344
1850.0,0.2581787
1860.0,-0.5657959
1870.0,-0.01647949
1880.0,0.5053711
1890.0,0.2856445
1900.0,0.8898926
1910.0,0.6152344000000001
1920.0,0.3405762
1930.0,0.8898926
1940.0,0.7250977
1950.0,0.5877686
1960.0,0.2581787
1970.0,0.5603027
1980.0,-0.1538086
1990.0,-0.04394531
2000.0,0.5603027
2010.0,-0.2636719
2020.0,0.5603027
2030.0,0.7800293
2040.0,-0.2636719
2050.0,0.3955078
2060.0,0.09338379
2070.0,-0.8953857
2080.0,0.5053711
2090.0,0.2032471
2100.0,-0.2087402
2110.0,0.97229
2120.0,0.7800293
2130.0,-0.401001
2140.0,-0.8679199
2150.0,0.2581787
2160.0,0.2581787
2170.0,0.368042
2180.0,0.03845215
2190.0,0.3405762
2200.0,0.8074951
2210.0,0.06591797
2220.0,0.7250977
2230.0,0.01098633
2240.0,-0.07141113
2250.0,0.03845215
2260.0,0.1483154
2270.0,0.1483154
2280.0,0.2032471
2290.0,-0.04394531
2300.0,0.8898926
2310.0,0.06591797
2320.0,-0.3460693
2330.0,0.5603027
2340.0,0.06591797
2350.0,0.7800293
2360.0,-0.09887695
2370.0,0.3955078
2380.0,0.4779053
2390.0,0.2307129
2400.0,0.9173584
2410.0,-0.1812744
2420.0,0.8898926
2430.0,0.1757813
2440.0,-0.07141113
2450.0,0.9173584
2460.0,0.2032471
2470.0,-0.09887695
2480.0,0.7250977
2490.0,0.6427002
2500.0,0.7250977
2510.0,-0.07141113
2520.0,-0.09887695
2530.0,0.1208496
2540.0,0.1208496
2550.0,0.06591797
2560.0,-0.07141113
2570.0,0.2307129
2580.0,0.6427002
2590.0,0.06591797
2600.0,0.6152344
2610.0,-0.09887695
2620.0,0.8074951
2630.0,-0.4559326
2640.0,-0.07141113
2650.0,0.2856445
2660.0,-0.4284668
2670.0,-0.1812744
2680.0,-0.1538086
2690.0,-0.29113769999999994
2700.0,-0.4284668
2710.0,0.2856445
2720.0,-0.09887695
2730.0,-0.1812744
2740.0,0.2581787
2750.0,0.1757813
2760.0,0.2032471
2770.0,0.09338379
2780.0,0.5603027
2790.0,0.5053711
2800.0,0.2307129
2810.0,-0.01647949
2820.0,0.5603027
2830.0,0.2764892333333334
2840.0,-0.007324233333333208
2850.0,-0.2911377
2860.0,-0.4284668
2870.0,0.03845215
2880.0,0.2215576333333333
2890.0,0.40466311666666666
2900.0,0.5877686
2910.0,-0.1538086
2920.0,0.9448242
2930.0,-0.2087402
2940.0,-0.01647949
2950.0,0.4504395
2960.0,-0.2636719
2970.0,0.9173584
2980.0,0.6152344
2990.0,-0.4559326
3000.0,0.2307129
3010.0,-0.3186035
3020.0,-0.07141113
3030.0,0.670166
3040.0,-0.5383301
3050.0,-0.4833984
3060.0,0.2032471
3070.0,0.2307129
3080.0,0.1757813
3090.0,0.4229736
3100.0,0.8074951
3110.0,0.09338379
3120.0,0.3955078
3130.0,0.5053711
3140.0,2.345581
3150.0,0.7525635
3160.0,-0.7305908
3170.0,-0.50170897
3180.0,-0.27282714
3190.0,-0.04394531
3200.0,1.329346
3210.0,0.6152344
3220.0,0.09338379
3230.0,-0.3735352
3240.0,0.9448242
3250.0,1.027222
3260.0,0.97229
3270.0,0.670166
3280.0,0.1757813
3290.0,0.3405762
3300.0,1.466675
3310.0,0.1208496
3320.0,-0.2087402
3330.0,0.2307129
3340.0,-0.4833984
3350.0,0.2032471
3360.0,-0.2087402
3370.0,0.2856445
3380.0,0.670166
3390.0,0.6152344
3400.0,0.5053711
3410.0,0.9448242
3420.0,0.2307129
3430.0,0.6152344
3440.0,-0.01647949
3450.0,0.7525635
3460.0,1.219482
3470.0,0.9173584
3480.0,0.5053711
3490.0,0.4229736
3500.0,1.109619
3510.0,0.2581787
3520.0,-0.04394531
3530.0,0.2032471
3540.0,0.1757813
3550.0,1.466675
3560.0,-0.1538086
3570.0,0.4779053
3580.0,0.5603027
3590.0,0.2032471
3600.0,1.658936
3610.0,1.2606814
3620.0,0.8624268
3630.0,-0.01647949
3640.0,0.8074951
3650.0,0.6427002
3660.0,0.7525635
3670.0,0.9448242
3680.0,0.3405762
3690.0,0.8624268
3700.0,1.246948
3710.0,-0.3186035
