Time,Gonio,EMG,ai02,ai03,ai04,ai05,Load_EX,Load_FX
22.933, 12.28821,2.002563,1.995239,1.986084,1.99646,1.994629,-9.806351,-3.52217
32.9311, 11.93115,1.999207,1.990967,1.988831,1.995239,1.991577,-9.806351,-3.664026
42.5211, 10.66772,1.99585,1.992798,1.98761,1.995239,1.989441,-9.806351,-3.65834
52.5227, 12.15088,1.996765,1.99585,1.99585,1.996155,1.986084,-9.806351,-3.73256
62.5106, 11.16211,1.994019,1.99707,1.994019,2.001038,1.99707,-9.806351,-3.666121
72.7829, 11.54663,2.00531,1.996155,1.987915,1.989136,1.988831,-9.806351,-3.589507
82.5769, 12.15088,1.999207,2.000732,1.990662,1.994934,1.983948,-9.806351,-3.734955
92.5118, 11.16211,1.992798,1.992798,1.988525,1.99646,1.988525,-9.806351,-3.699341
102.4963, 11.71143,1.993103,1.994934,1.990051,1.997986,1.986084,-9.806351,-3.795109
112.5208, 11.60156,1.997681,1.998901,1.994629,1.999817,1.990662,-9.806351,-3.717597
122.4915, 11.65649,1.999817,1.998596,1.993408,1.992493,1.983643,-9.806351,-3.640085
132.883, 13.13965,2.001953,1.992493,1.983337,1.992798,1.993103,-9.806351,-3.760692
158.1127, 11.43677,2.003479,1.994324,1.984558,1.989441,1.986389,-9.806351,-3.748123
162.5232, 12.94739,2.003174,1.991272,1.981201,1.989746,1.986084,-9.806351,-3.789423
172.5178, 12.26074,1.998291,1.987915,1.984863,1.99585,1.992798,-9.806351,-3.754408
182.516, 12.83752,1.998901,1.990662,1.987915,1.986389,1.994019,-9.806351,-3.917213
192.5173, 12.31567,2.003174,1.988831,1.980286,1.990356,1.993713,-9.806351,-3.884592
202.5101, 11.95862,1.997681,1.995544,1.989441,1.992798,1.986084,-9.806351,-3.966295
212.491, 11.4917,1.99707,1.996155,1.991882,2.002258,1.994934,-9.806351,-3.901352
222.5232, 12.15088,2.000427,1.992798,1.98761,1.994629,1.990051,-9.806351,-3.819051
232.5228, 12.26074,1.992188,1.994019,1.986389,1.998901,1.993103,-9.806351,-3.934272
242.8508, 11.87622,2.001953,1.990967,1.986084,1.990356,1.985779,-9.806351,-3.887884
252.5209, 12.12341,1.993408,1.992188,1.987305,1.994629,1.989441,-9.806351,-3.964798
262.5205, 11.51917,1.994019,1.998901,1.995239,2.000732,1.994934,-9.806351,-3.924097
272.514, 12.50793,1.997986,1.991577,1.977234,1.992188,1.992798,-9.806351,-3.890877
282.7504, 13.22205,2.005005,1.88446,1.888123,1.881714,1.894226,-9.806351,-4.082413
292.5591, 11.27197,2.002869,1.993713,1.989136,1.994324,1.984253,-9.806351,-4.054281
302.5246, 12.48047,1.996155,1.988525,1.985779,1.993408,1.993103,-9.806351,-4.134188
312.5157, 12.50793,2.006836,2.001648,1.995544,1.994019,1.990051,-9.806351,-4.068946
322.5463, 11.79382,2.000732,1.994934,1.991272,1.994019,1.985474,-9.806351,-3.980061
332.5014, 12.39807,1.997681,1.993103,1.987,1.999512,1.994934,-9.806351,-4.080917
361.077, 10.75012,2.001038,1.998291,1.987915,1.991577,1.980896,-9.806351,-4.071939
362.5412, 11.87622,2.005005,1.99585,1.991577,1.991882,1.981201,-9.806351,-4.107852
372.6752, 11.43677,2.00531,1.998901,1.992798,1.993103,1.982727,-9.806351,-4.11264
382.486, 12.17834,1.993103,1.994019,1.987915,1.996765,1.991882,-9.806351,-4.306571
392.5198, 11.93115,2.001038,1.989441,1.97998,1.994629,1.991272,-9.806351,-4.232649
402.7087, 11.51917,1.99707,1.995239,1.988831,1.994019,1.987915,-9.806351,-4.273052
412.5024, 10.83252,2.000732,2.002563,1.992493,1.995239,1.98761,-9.806351,-4.203619
422.7182, 10.77759,2.003479,1.998291,1.989136,1.989746,1.987,-9.806351,-4.151247
432.5041, 11.65649,1.996155,1.991882,1.98761,1.997681,1.99646,-9.806351,-4.320936
442.4933, 9.18457,2.001953,1.994934,1.987915,1.990356,1.988525,-9.806351,-4.282329
452.5134, 10.50293,1.997986,1.990967,1.984863,1.992798,1.991272,-9.806351,-4.36044
462.4875, 9.431763,1.99707,1.992188,1.991272,2.001648,2.000427,-9.806351,-4.360141
472.4953, 7.811279,2.001038,1.99646,1.990967,1.990662,1.98761,-9.806351,-4.309863
482.5141, 9.074707,1.998291,1.99646,1.993408,1.994324,1.989746,-9.806351,-4.460697
492.4877, 8.497925,1.997375,1.987305,1.983337,1.993408,1.99646,-9.806351,-4.41431
502.5398, 8.882446,1.997986,1.99707,1.990051,1.994934,1.981506,-9.806351,-4.466383
512.5644, 7.866211,2.000732,2.004395,1.993408,1.997681,1.993408,-9.806351,-4.446631
522.5188, 8.33313,1.998901,1.991272,1.986694,1.996765,1.990662,-9.806351,-4.367024
532.5026, 8.250732,2.000122,1.991882,1.984558,1.994629,1.995544,-9.806351,-4.506785
542.5182, 6.575317,2.005005,1.995239,1.986694,1.989441,1.983643,-9.806351,-4.395156
552.4894, 7.948608,1.995239,1.994019,1.984558,1.994019,1.998596,-9.806351,-4.45112
562.5232, 6.795044,1.99646,1.991272,1.992493,2.001343,2.000732,-9.806351,-4.417602
572.5274, 7.097168,2.000732,1.993103,1.984558,1.985779,1.985779,-9.806351,-4.340089
582.5277, 7.454224,1.990967,1.994934,1.988831,1.999512,1.993713,-9.806351,-4.448427
592.5151, 5.641479,1.99707,1.989746,1.983032,1.994019,1.993408,-9.806351,-4.373309
602.4863, 6.602783,2.003174,1.996765,1.987,1.989136,1.980591,-9.806351,-4.450222
612.5153, 5.723877,2.002258,2.000122,1.99585,1.994324,1.990356,-9.806351,-4.435259
622.5214, 6.437988,2.001038,1.994019,1.983337,1.990356,1.986389,-9.806351,-4.328717
632.7814, 5.641479,2.003784,2.001343,1.994324,1.991882,1.983032,-9.806351,-4.419098
642.5908, 3.499146,1.997375,1.993713,1.990051,1.998596,1.987305,-9.806351,-4.355352
652.5063, 5.256958,2.002563,1.997986,1.989441,1.991577,1.985474,-9.806351,-4.419696
662.7005, 3.581543,2.005005,1.997986,1.992493,1.994324,1.994629,-9.806351,-4.416704
672.503, 3.636475,2.003174,1.99707,1.991272,1.991577,1.985474,-9.806351,-4.361338
682.4889, 3.279419,1.99707,1.995544,1.990051,1.99585,1.98761,-9.806351,-4.510975
692.4972, 2.043457,1.997681,1.994324,1.986084,1.99646,1.988831,-9.806351,-4.36882
702.4895, 3.718872,1.993713,1.992493,1.984558,1.998291,1.989136,-9.806351,-4.39366
712.4855, 2.730103,2.00531,2.002258,1.989441,1.993103,1.990356,-9.806351,-4.395754
722.4904, 2.702637,2.003784,1.995239,1.992188,1.989441,1.988525,-9.806351,-4.342184
732.4875, 1.549072,2.001953,2.001648,1.990356,1.992798,1.984863,-9.806351,-4.461894
742.4998, 0.368042,1.993103,1.990051,1.988831,1.999817,1.991577,-9.806351,-4.341286
752.5263, 0.6427002,1.999512,1.997375,1.988831,1.99585,1.984558,-9.806351,-4.381988
762.4901, -0.2087402,2.004089,2.002258,1.992493,1.992188,1.989136,-9.806351,-4.376601
772.4765, -1.362305,2.004089,1.999817,1.989441,1.98761,1.984253,-9.806351,-4.313154
782.5041, 0.5603027,2.003784,1.887207,1.879883,1.882324,1.914063,-9.806351,-4.466682
792.7997, -1.252441,1.996765,1.986389,1.982422,1.992188,1.99585,-9.806351,-4.321534
802.5008, -0.8404541,2.000122,1.989136,1.97998,1.992188,1.988525,-9.806351,-4.32722
812.4913, -1.362305,1.999207,1.991272,1.98761,2.000122,2.001343,-9.806351,-4.306571
822.4945, -1.142578,1.995239,1.990051,1.985168,1.994934,1.995544,-9.806351,-4.249708
