Time,Gonio,EMG,ai02,ai03,ai04,ai05,Load_EX,Load_FX
32.3304, 11.4917,1.997986,1.990967,1.985779,1.999817,1.995239,-9.806351,-2.823961
42.3299, 10.66772,1.99646,1.987915,1.986694,1.995239,1.991272,-9.806351,-2.707244
52.3317, 11.84875,1.999512,1.991882,1.97998,1.987305,1.987915,-9.806351,-2.80391
62.3266, 10.448,1.994324,1.991272,1.989746,2.001953,1.990662,-9.806351,-2.72939
72.3264, 11.38184,2.001343,1.996765,1.991882,1.989441,1.985168,-9.806351,-2.756325
82.3728, 11.38184,2.005005,2.000122,1.991272,1.993103,1.990051,-9.806351,-2.808997
92.3381, 11.29944,1.998291,1.988831,1.986084,1.991272,1.991272,-9.806351,-2.701857
118.2392, 11.73889,2.001343,1.99707,1.989746,1.992188,1.983032,-9.806351,-2.816778
122.3076, 11.05225,1.998596,1.993713,1.981201,1.990051,1.984253,-9.806351,-2.791041
132.3269, 10.448,1.998291,1.997681,1.993408,2.003174,1.992798,-9.806351,-2.875736
142.3299, 10.47546,2.000732,1.995239,1.989746,1.994629,1.983643,-9.806351,-2.794931
152.3326, 11.4093,1.997375,1.993408,1.990967,1.994629,1.98822,-9.806351,-2.90267
162.6738, 10.85999,1.992493,1.991882,1.983643,1.99585,1.994019,-9.806351,-2.81199
172.3302, 11.16211,1.998596,1.997681,1.991882,1.99585,1.985474,-9.806351,-2.847903
182.3605, 10.61279,1.998901,1.999817,1.995239,2.000427,1.990662,-9.806351,-2.9317
192.3235, 11.38184,1.997375,1.997375,1.991577,1.994934,1.982422,-9.806351,-2.85748
202.3143, 11.21704,1.998596,1.99585,1.98822,1.989746,1.987,-9.806351,-2.980183
212.3074, 10.80505,1.993408,1.993713,1.989136,1.997375,1.986389,-9.806351,-2.910152
222.3056, 11.54663,1.994019,1.990051,1.988525,1.997375,1.99585,-9.806351,-2.948459
232.3418, 11.35437,2.003479,1.993713,1.986389,1.994629,1.997681,-9.806351,-3.04722
260.3225, 10.88745,1.99707,1.992493,1.991272,1.995544,1.988831,-9.806351,-2.935291
262.3106, 13.38684,1.996765,1.991272,1.982422,1.990662,1.988525,-9.806351,-3.075951
272.3295, 11.93115,2.003174,1.992798,1.986694,1.991577,1.990356,-9.806351,-3.040038
282.317, 10.94238,2.000732,1.991577,1.990662,1.996765,1.998291,-9.806351,-3.045125
292.3083, 11.27197,2.003479,1.994934,1.987305,1.993103,1.986084,-9.806351,-2.963722
302.3067, 11.16211,1.993408,1.990967,1.987,1.997375,1.989136,-9.806351,-3.110667
312.3107, 11.21704,2.001648,1.989441,1.982117,1.987305,1.98822,-9.806351,-3.09271
322.3097, 11.43677,1.999817,1.993103,1.986389,1.992798,1.98822,-9.806351,-3.145682
332.2921, 11.51917,1.996765,1.995239,1.987,2.000732,1.993103,-9.806351,-3.171419
342.3086, 12.09595,2.006531,1.994324,1.983948,1.984863,1.986389,-9.806351,-3.102586
353.765, 11.21704,2.000732,1.998291,1.98822,1.994324,1.985168,-9.806351,-3.242348
362.3143, 10.3656,1.994934,1.994019,1.990356,2.002563,1.994629,-9.806351,-3.263297
372.3375, 10.69519,2.001953,1.998901,1.992493,1.991272,1.985779,-9.806351,-3.287538
382.3061, 11.68396,1.996765,1.991577,1.989136,1.997681,2.001038,-9.806351,-3.415329
392.3377, 12.04102,2.001343,1.99646,1.990662,1.990967,1.982117,-9.806351,-3.330933
402.3343, 11.3269,1.99707,1.990967,1.985779,1.99585,1.993713,-9.806351,-3.399168
412.3352, 10.42053,2.002563,1.991882,1.981812,1.98822,1.990967,-9.806351,-3.375824
422.3061, 10.55786,2.000427,1.995239,1.992798,1.994019,1.986389,-9.806351,-3.420716
432.5546, 10.31067,1.996155,1.99707,1.993713,1.999817,1.996155,-9.806351,-3.554193
442.3271, 10.66772,2.000427,1.989746,1.980591,1.993103,1.989136,-9.806351,-3.49733
452.3232, 11.07971,1.99707,1.990967,1.985779,1.995239,1.998291,-9.806351,-3.612252
462.2966, 9.761353,2.001648,1.995544,1.988831,1.989136,1.987305,-9.806351,-3.585317
472.294, 9.871216,2.005615,1.994324,1.987915,1.987305,1.98761,-9.806351,-3.594894
482.3259, 9.898682,2.006531,1.993713,1.987305,1.994934,1.995544,-9.806351,-3.669114
492.2965, 8.827515,1.99707,1.99646,1.992188,1.994019,1.982117,-9.806351,-3.622427
502.2941, 10.66772,2.002563,1.994934,1.983948,1.990356,1.987915,-9.806351,-3.766678
512.6822, 10.11841,2.000122,1.989441,1.983948,1.989746,1.990662,-9.806351,-3.72867
522.331, 8.607788,1.997986,1.995544,1.992798,1.994934,1.984863,-9.806351,-3.774758
532.3308, 8.635254,1.99707,1.994934,1.993408,2.00531,1.994324,-9.806351,-3.895665
542.2961, 8.800049,1.993713,1.992493,1.988525,1.995544,1.989746,-9.806351,-3.842694
552.2986, 9.047241,2.001038,1.994934,1.988831,1.992188,1.988831,-9.806351,-3.935469
562.3043, 7.948608,1.996155,1.99585,1.983032,1.995544,1.98761,-9.806351,-3.889381
572.2988, 7.783813,1.992493,1.993408,1.991272,1.993408,1.98761,-9.806351,-3.945046
582.3253, 7.399292,1.996155,1.99707,1.992493,2.002563,1.996765,-9.806351,-4.118027
592.5498, 6.685181,1.994934,1.99585,1.992493,1.994324,1.985168,-9.806351,-4.095881
620.4217, 8.223267,2.002258,1.993408,1.987305,1.991882,1.990356,-9.806351,-4.216488
622.3275, 5.037231,1.998291,1.994019,1.991577,2.001343,1.997986,-9.806351,-4.253299
632.3228, 5.888672,1.999817,1.998291,1.986694,2.000122,1.999207,-9.806351,-4.318841
642.3206, 5.339355,1.999207,1.993713,1.987915,1.990967,1.987915,-9.806351,-4.28203
652.3011, 6.328125,2.000122,1.997681,1.989746,1.988831,1.984253,-9.806351,-4.427477
662.3265, 4.075928,2.000122,1.994629,1.98761,1.992188,1.985779,-9.806351,-4.370615
672.3208, 5.586548,2.003479,1.994934,1.984558,1.985474,1.987305,-9.806351,-4.380791
682.3088, 3.499146,2.000732,1.99707,1.993408,1.998291,1.988525,-9.806351,-4.405331
692.328, 3.334351,2.001343,1.99646,1.990662,1.992493,1.985779,-9.806351,-4.384382
702.3197, 3.80127,1.996765,1.990051,1.985168,1.992798,1.990967,-9.806351,-4.533421
712.3033, 1.466675,2.000732,1.994934,1.987,1.993713,1.986389,-9.806351,-4.457106
722.3322, 2.620239,1.993408,1.990051,1.989746,1.998901,1.990356,-9.806351,-4.508282
732.3252, 1.658936,2.007446,1.999207,1.991577,1.994019,1.990051,-9.806351,-4.632182
742.3233, 2.15332,1.998596,1.991577,1.983032,1.994019,1.990356,-9.806351,-4.588787
752.333, 1.933594,2.000732,1.994629,1.98822,1.991272,1.989746,-9.806351,-4.698322
762.2981, 0.6976318,1.998901,1.990662,1.983032,1.991577,1.991577,-9.806351,-4.634277
772.3014, 1.521606,1.996765,1.992493,1.991882,1.995239,1.990051,-9.806351,-4.673482
782.5131, 0.5877686,1.99646,1.993713,1.98822,1.999512,1.999207,-9.806351,-4.827609
792.3059, 0.09338379,2.007446,1.99707,1.988831,1.990051,1.983643,-9.806351,-4.813842
802.3196, -0.4284668,2.0047,1.99646,1.990051,1.996155,1.983337,-9.806351,-4.948815
812.3075, -1.142578,1.996155,1.990356,1.981812,1.989746,1.990051,-9.806351,-4.871602
822.3087, -0.2911377,1.999817,1.999512,1.990051,1.98761,1.983032,-9.806351,-4.920683
832.3293, -1.170044,2.004395,1.996765,1.98822,1.991577,1.994019,-9.806351,-5.062839
842.3013, -1.609497,2.003174,1.995544,1.985168,1.994629,1.990662,-9.806351,-5.028422
852.3178, -1.582031,1.993103,1.997375,1.989136,1.996765,1.987915,-9.806351,-5.182848
862.6427, -2.790527,1.99646,1.990051,1.982422,1.992493,1.991882,-9.806351,-5.092467
872.2962, -1.691895,2.001953,1.994019,1.986694,1.989746,1.987305,-9.806351,-5.105635
882.392, -3.202515,1.99585,1.994934,1.993103,2.003174,1.999207,-9.806351,-5.097555
892.3009, -3.03772,1.99707,1.992188,1.987305,1.99646,1.989746,-9.806351,-5.0374
902.3248, -2.900391,1.994934,1.996155,1.993408,1.998901,1.990662,-9.806351,-5.149329
912.3355, -4.246216,1.993713,1.991882,1.984558,1.993408,1.992798,-9.806351,-5.106234
922.2983, -4.301147,2.001648,1.99707,1.992493,1.994019,1.982727,-9.806351,-5.132869
932.3311, -4.438477,2.002563,1.995544,1.98761,1.99707,1.994934,-9.806351,-5.158607
942.3162, -4.932861,2.003479,1.992188,1.984253,1.989136,1.989441,-9.806351,-5.123292
952.2986, -5.564575,2.003784,1.995239,1.987915,1.988831,1.988831,-9.806351,-5.246893
962.3282, -6.141357,1.99707,1.989136,1.982422,1.991577,1.994629,-9.806351,-5.194221
972.5213, -6.031494,1.998901,1.990051,1.986084,1.993713,1.991577,-9.806351,-5.24001
982.3036, -8.173828,1.999512,2.000732,1.994629,1.998596,1.989136,-9.806351,-5.300164
992.3268, -7.844238,1.994324,1.994629,1.987305,1.99585,1.989746,-9.806351,-5.251083
1002.308, -7.816772,2.002869,1.992188,1.986084,1.990051,1.989441,-9.806351,-5.353136
1012.331, -10.17883,2.0047,1.993103,1.981812,1.986084,1.985474,-9.806351,-5.310639
1022.327, -9.052734,1.99585,1.991272,1.988525,1.997375,1.987915,-9.806351,-5.339668
1032.302, -10.50842,1.997681,1.994019,1.991882,2.003479,1.995239,-9.806351,-5.441422
1042.333, -10.06897,1.99707,1.989441,1.98822,1.993103,1.996155,-9.806351,-5.397129
1052.498, -10.89294,2.003174,1.992493,1.984558,1.992493,1.992798,-9.806351,-5.531504
1062.299, -13.80432,1.999512,1.995239,1.988525,1.99585,1.98761,-9.806351,-5.469554
1072.393, -12.67822,1.99646,1.992493,1.988831,1.993408,1.990356,-9.806351,-5.509357
1082.305, -14.13391,1.996765,1.995544,1.994629,2.000427,1.994629,-9.806351,-5.642535
1092.315, -14.27124,2.001343,1.999512,1.986694,1.989746,1.985779,-9.806351,-5.578789
1102.326, -14.40857,1.995544,1.99707,1.990662,1.998901,1.987,-9.806351,-5.686528
1112.316, -15.47974,1.991577,1.989746,1.984863,1.998291,1.990356,-9.806351,-5.623381
1122.334, -15.47974,1.998291,1.998291,1.990967,1.990967,1.984863,-9.806351,-5.659893
1132.515, -16.46851,1.99585,1.99646,1.989441,2.001953,1.99707,-9.806351,-5.71915
1142.301, -16.99036,2.003479,1.998901,1.990967,1.989441,1.983948,-9.806351,-5.643433
1152.327, -16.90796,1.998901,1.990662,1.984863,1.994324,1.99707,-9.806351,-5.741296
1162.677, -19.35242,1.998291,1.99585,1.987915,1.993408,1.988525,-9.806351,-5.585972
1172.304, -18.33618,1.995239,1.98822,1.984863,1.993713,1.99585,-9.806351,-5.606323
1182.306, -19.43481,1.990967,1.995239,1.994019,2.002869,1.99646,-9.806351,-5.688623
1192.321, -19.07776,2.003479,1.992798,1.985168,1.991882,1.989746,-9.806351,-5.616199
1202.327, -21.08276,1.994934,1.990967,1.991882,1.998596,1.991882,-9.806351,-5.689222
1212.35, -22.31873,1.992798,1.990356,1.98761,1.99707,1.992493,-9.806351,-5.561132
1222.332, -21.41235,2.001648,1.993408,1.984253,1.986694,1.989746,-9.806351,-5.568016
1232.339, -22.1814,2.003174,1.997986,1.990356,1.991272,1.993408,-9.806351,-5.533599
1242.307, -22.07153,2.001343,1.99585,1.987,1.989746,1.989136,-9.806351,-5.431247
1252.305, -22.78564,1.99585,1.996765,1.992493,1.99707,1.988525,-9.806351,-5.495292
1262.338, -23.88428,1.99585,1.990051,1.984253,1.99646,1.986694,-9.806351,-5.408203
1292.495, -23.77441,2.007141,1.994019,1.986084,1.986389,1.985779,-9.806351,-5.431247
1302.597, -25.28503,1.996155,1.994629,1.994019,1.994934,1.988525,-9.806351,-5.541679
1312.32, -27.26257,1.996155,1.993713,1.987305,1.998901,1.989441,-9.806351,-5.454291
1322.307, -25.09277,2.004089,1.989746,1.988525,1.992798,1.991272,-9.806351,-5.475539
1332.308, -26.19141,2.000427,1.990356,1.989441,2.001038,1.99646,-9.806351,-5.542876
1342.333, -25.86182,2.000732,1.991577,1.985168,1.988831,1.989746,-9.806351,-5.472247
1352.312, -26.71326,1.994629,1.993713,1.990356,1.997986,1.992188,-9.806351,-5.498284
1362.302, -29.54224,1.995239,1.99585,1.990051,1.998901,1.989441,-9.806351,-5.397429
1372.322, -27.59216,1.998291,1.997681,1.988525,1.992493,1.982117,-9.806351,-5.411794
1382.311, -28.77319,1.992188,1.997375,1.994324,2.001038,1.994629,-9.806351,-5.466262
1392.304, -28.25134,1.996765,1.997986,1.987305,1.989441,1.984253,-9.806351,-5.381268
1402.319, -28.33374,1.999207,1.989746,1.986084,1.99585,1.99585,-9.806351,-5.413888
1412.314, -30.66833,2.003784,1.993713,1.986084,1.98822,1.985779,-9.806351,-5.321113
1422.307, -29.18518,2.000122,1.992188,1.982422,1.990967,1.984558,-9.806351,-5.342062
1432.304, -31.27258,1.998901,1.997681,1.994934,2.002563,1.994934,-9.806351,-5.400122
1442.329, -31.32751,1.998291,1.995239,1.992798,1.993408,1.985779,-9.806351,-5.343858
1452.347, -30.99792,2.000732,1.99585,1.991577,1.998291,1.989136,-9.806351,-5.440225
1462.306, -32.92053,1.998291,1.989746,1.986084,1.995544,1.987,-9.806351,-5.348048
