Time,Gonio,EMG,ai02,ai03,ai04,ai05,Load_EX,Load_FX
22.7869, 7.399292,2.004395,1.994934,1.989136,1.990051,1.984253,-9.806351,-2.017414
32.8448, 7.619019,1.999817,1.991577,1.989136,1.99707,1.994019,-9.806351,-2.140416
43.2831, 6.932373,2.001038,1.987305,1.986084,1.989136,1.992493,-9.806351,-2.003947
52.7948, 7.481689,1.996765,1.992493,1.984558,1.994934,1.987305,-9.806351,-2.046444
62.7747, 7.261963,2.001648,1.99585,1.986084,1.991577,1.993408,-9.806351,-2.042853
72.8976, 7.1521,2.001953,1.994629,1.990051,1.991577,1.986389,-9.806351,-2.015319
82.783, 7.316895,2.001038,2.003174,1.994629,1.99585,1.983948,-9.806351,-2.123657
92.7856, 7.207031,1.996155,1.995544,1.988831,1.994934,1.989136,-9.806351,-1.988983
102.7722, 7.234497,2.001038,1.998291,1.987915,1.98822,1.980286,-9.806351,-2.042254
112.7796, 6.465454,1.995239,1.993103,1.990967,2.004089,1.99646,-9.806351,-1.999458
122.8342, 7.316895,2.001648,1.992188,1.987915,1.993103,1.994324,-9.806351,-1.999159
132.7635, 7.1521,1.991577,1.997375,1.990967,2.001953,1.990662,-9.806351,-2.090138
142.7885, 6.877441,2.0047,1.990356,1.980286,1.990967,1.989441,-9.806351,-1.973421
152.7793, 8.415527,2.0047,1.992798,1.981812,1.987305,1.983032,-9.806351,-2.050035
162.7706, 5.888672,1.997986,1.994324,1.992188,2.000122,1.994324,-9.806351,-2.025195
172.7809, 7.261963,1.99646,1.992798,1.98822,1.997375,1.990662,-9.806351,-1.988983
182.7595, 7.179565,2.000732,2.000122,1.990356,1.992188,1.984863,-9.806351,-2.119766
192.7738, 6.657715,1.992798,1.994324,1.989441,1.994934,1.988831,-9.806351,-2.022203
202.7737, 7.426758,1.994629,1.987915,1.987915,1.994629,1.990662,-9.806351,-2.102708
212.7573, 6.410522,1.999817,2.000122,1.992798,1.998901,1.991577,-9.806351,-2.07697
222.769, 7.591553,1.99646,1.995544,1.984253,1.991577,1.98822,-9.806351,-2.0647
232.7719, 7.893677,1.998901,1.993103,1.989136,1.998291,1.998901,-9.806351,-2.22541
242.7574, 6.547852,2.002563,1.987915,1.981201,1.990051,1.988525,-9.806351,-2.109292
252.7568, 6.767578,2.0047,1.994629,1.98761,1.990051,1.980286,-9.806351,-2.182914
262.7779, 6.547852,1.998901,1.990967,1.989746,1.997375,1.997681,-9.806351,-2.137723
272.7918, 6.630249,2.00531,1.992798,1.986389,1.989136,1.985779,-9.806351,-2.125453
282.7886, 7.756348,2.002563,1.994019,1.985474,1.994934,1.994324,-9.806351,-2.262521
292.7594, 6.904907,1.994019,1.990051,1.984863,1.998291,1.990662,-9.806351,-2.144606
302.7617, 7.124634,2.002258,1.995239,1.986084,1.989441,1.984558,-9.806351,-2.229002
312.8125, 6.245728,2.000732,1.993713,1.988831,1.994019,1.995239,-9.806351,-2.196381
322.785, 6.849976,2.005615,1.99585,1.985779,1.990662,1.986389,-9.806351,-2.166453
332.7574, 7.261963,1.999512,1.991882,1.986389,1.99585,1.996765,-9.806351,-2.303222
361.9866, 6.108398,2.003479,1.99585,1.986084,1.992188,1.985474,-9.806351,-2.19279
362.8976, 7.124634,1.995544,1.989441,1.989136,1.994019,1.993103,-9.806351,-2.206856
372.8499, 7.124634,2.000732,1.996155,1.990051,1.994019,1.982117,-9.806351,-2.203863
382.785, 6.712646,2.001038,1.996155,1.991577,1.998291,1.98822,-9.806351,-2.322076
392.7721, 6.108398,2.002869,1.994934,1.990051,1.994629,1.984253,-9.806351,-2.224213
402.8178, 6.547852,2.003784,1.99585,1.987305,1.987305,1.983948,-9.806351,-2.293945
412.7848, 5.998535,1.999207,1.99646,1.98761,1.99646,1.993408,-9.806351,-2.278682
422.7686, 6.932373,2.003174,1.99585,1.991577,1.990051,1.981201,-9.806351,-2.260126
432.7893, 6.959839,2.001648,1.997681,1.992798,1.994324,1.98761,-9.806351,-2.385822
442.7857, 6.575317,2.004089,1.994934,1.986389,1.990662,1.984558,-9.806351,-2.259229
453.0626, 7.179565,1.994019,1.968079,1.964417,1.971741,1.975098,-9.806351,-2.322076
462.8037, 4.625244,1.993103,1.99585,1.993713,2.004395,1.997375,-9.806351,-2.314595
472.7655, 6.49292,1.99585,1.992493,1.987915,1.996765,1.990662,-9.806351,-2.267908
482.8994, 6.849976,2.000122,1.989441,1.985168,1.995239,1.998291,-9.806351,-2.381632
492.7781, 5.641479,1.994324,1.987915,1.985474,1.99707,1.994934,-9.806351,-2.282871
