Time,Gonio,EMG,ai02,ai03,ai04,ai05,Load_EX,Load_FX
24.2295, 11.10718,1.99646,1.99646,1.992493,1.993103,1.983032,-9.806351,-6.302137
34.5605, 10.94238,1.992493,1.994629,1.990662,1.998596,1.990967,-9.806351,-6.406585
43.9033, 11.62903,1.998596,1.993103,1.983032,1.987915,1.985474,-9.806351,-6.311714
53.9332, 11.13464,1.994324,1.989746,1.984558,1.99707,1.986389,-9.806351,-6.33805
64.21581, 11.16211,1.993713,1.998596,1.994934,1.995239,1.990356,-9.806351,-6.348226
73.8936, 11.84875,1.999207,1.991577,1.986694,1.989441,1.986694,-9.806351,-6.233005
83.879, 11.43677,1.996155,1.998901,1.994629,1.997681,1.987915,-9.806351,-6.303035
93.8743, 10.66772,2.002258,1.992493,1.985474,1.985474,1.987,-9.806351,-6.18961
103.8744, 11.82129,1.998291,1.993103,1.983643,1.986084,1.982422,-9.806351,-6.220735
113.8745, 10.77759,1.998596,1.994019,1.989441,1.99646,1.993408,-9.806351,-6.256049
123.8752, 11.29944,1.992493,1.993103,1.990356,1.997375,1.987305,-9.806351,-6.203676
133.8844, 11.3269,2.004089,2.000427,1.992493,1.993713,1.984558,-9.806351,-6.366182
143.8742, 10.77759,1.994019,1.986389,1.983032,1.994629,1.989746,-9.806351,-6.24737
153.869, 12.15088,1.999817,1.995239,1.986084,1.986694,1.979675,-9.806351,-6.28897
163.8542, 10.09094,1.99585,1.990967,1.990967,2.001038,1.994629,-9.806351,-6.307525
173.8605, 11.60156,2.001038,1.990967,1.990662,1.990051,1.98761,-9.806351,-6.247669
183.8846, 11.21704,1.996765,1.997681,1.994934,1.994019,1.985474,-9.806351,-6.361693
193.8611, 11.16211,2.001953,1.99646,1.987915,1.985779,1.983948,-9.806351,-6.247669
203.8685, 12.01355,1.993103,1.989746,1.986389,1.993713,1.983337,-9.806351,-6.25964
213.8741, 10.85999,1.993103,1.999207,1.99585,1.997375,1.994324,-9.806351,-6.299145
223.8543, 10.2832,1.99707,1.994324,1.992798,1.993713,1.983337,-9.806351,-6.221632
233.8874, 11.82129,1.999512,1.991577,1.989136,2.000427,1.994019,-9.806351,-6.344934
243.8689, 11.62903,2.001343,1.994934,1.98761,1.989746,1.983032,-9.806351,-6.2348
253.8597, 11.68396,1.995239,1.98822,1.983032,1.990662,1.986694,-9.806351,-6.242282
264.1536, 10.55786,1.993103,1.988525,1.987,1.994019,1.995239,-9.806351,-6.253356
273.8897, 11.54663,1.992188,1.992493,1.988831,2.001953,1.990051,-9.806351,-6.185719
283.8939, 10.94238,2.006531,1.996765,1.986694,1.989136,1.987305,-9.806351,-6.272509
294.1751, 11.43677,2.001953,1.991272,1.985474,1.986389,1.986389,-9.806351,-6.142923
303.8745, 12.09595,2.000732,1.990051,1.984253,1.985168,1.983948,-9.806351,-6.14831
313.8903, 11.16211,1.996155,1.992493,1.992188,1.998596,1.99707,-9.806351,-6.171653
324.3515, 11.10718,1.993408,1.993408,1.990662,1.994019,1.98822,-9.806351,-6.06601
333.8667, 12.09595,2.000122,1.998291,1.989441,1.991272,1.986084,-9.806351,-6.112696
343.8867, 10.61279,1.996765,1.988831,1.986389,1.995239,1.990051,-9.806351,-6.001665
353.8898, 10.75012,1.995239,1.992493,1.988831,1.991272,1.983032,-9.806351,-6.027403
363.886, 10.5304,1.992188,1.994934,1.996765,2.000732,1.992798,-9.806351,-6.034585
374.0208, 11.38184,1.991577,1.989136,1.988525,1.994629,1.989441,-9.806351,-5.959168
383.8908, 11.51917,2.001953,1.998901,1.993713,1.994019,1.986389,-9.806351,-6.066907
393.8888, 11.51917,2.000427,1.992188,1.987305,1.987305,1.984863,-9.806351,-5.936722
404.009, 11.16211,1.990051,1.986389,1.984863,1.992493,1.987305,-9.806351,-5.908291
413.8886, 10.91492,1.995239,1.993408,1.98822,1.992798,1.997375,-9.806351,-5.919963
423.8895, 11.27197,2.000122,1.991577,1.985474,1.98822,1.986694,-9.806351,-5.785888
434.3131, 11.54663,2.00592,1.997986,1.987915,1.987915,1.984558,-9.806351,-5.825691
443.942, 9.953613,1.996155,1.992188,1.988525,1.995544,1.986084,-9.806351,-5.696704
453.9259, 12.42554,2.001953,1.996155,1.984863,1.982727,1.982422,-9.806351,-5.667375
463.8834, 11.46423,1.994629,1.993408,1.989441,1.999817,1.996155,-9.806351,-5.697003
473.8769, 11.24451,2.002258,1.996765,1.993408,1.988525,1.987,-9.806351,-5.630564
483.8972, 12.01355,1.99707,1.990051,1.985474,1.992798,1.991272,-9.806351,-5.771822
493.8854, 10.72266,1.990356,1.992798,1.987305,1.996765,1.989746,-9.806351,-5.629367
503.8867, 10.88745,1.994019,1.988831,1.989746,1.994324,1.982727,-9.806351,-5.629666
514.5294, 10.77759,2.002258,2.001953,1.991882,1.991882,1.989441,-9.806351,-5.685032
523.9044, 10.55786,1.992188,1.993103,1.991272,1.992493,1.986389,-9.806351,-5.590461
533.9054, 10.39307,1.995239,1.995239,1.991272,1.998901,1.990662,-9.806351,-5.670068
544.2097, 10.11841,1.995544,1.98822,1.983337,1.989136,1.992188,-9.806351,-5.526416
553.9153, 10.00854,1.993408,1.989441,1.987305,1.99646,1.985779,-9.806351,-5.519832
563.9054, 8.305664,1.994934,2.000427,1.995239,1.998291,1.993408,-9.806351,-5.59076
574.2595, 9.074707,2.004395,1.99646,1.989746,1.988831,1.97937,-9.806351,-5.492299
583.8966, 8.140869,2.002258,1.998291,1.990662,1.987915,1.984558,-9.806351,-5.571308
593.8966, 6.383057,1.999207,1.99707,1.990051,1.990356,1.981201,-9.806351,-5.416283
603.8909, 6.849976,1.99646,1.988831,1.984253,1.988525,1.98822,-9.806351,-5.41748
613.8969, 5.421753,1.996155,1.998901,1.99646,1.998596,1.982422,-9.806351,-5.44232
624.1422, 4.130859,1.99585,1.990662,1.988525,1.99585,1.992798,-9.806351,-5.360618
633.9165, 4.65271,2.003784,1.996765,1.988831,1.986694,1.988525,-9.806351,-5.473145
643.911, 3.66394,1.996765,1.996155,1.988525,1.991882,1.983032,-9.806351,-5.322011
654.0849, 3.966064,1.998901,1.990662,1.982422,1.990051,1.98822,-9.806351,-5.298668
663.9299, 2.592773,1.994629,1.994324,1.991272,1.998596,1.99646,-9.806351,-5.349245
673.8798, 1.878662,1.990967,1.992798,1.988831,1.99646,1.986084,-9.806351,-5.267842
683.891, 1.796265,1.990356,1.993408,1.987305,1.999512,1.989441,-9.806351,-5.406407
693.8699, 3.087158,1.998901,1.987305,1.983643,1.992188,1.992188,-9.806351,-5.298368
703.889, 0.8624268,1.992188,1.987305,1.987,1.994019,1.986389,-9.806351,-5.30196
713.8905, -0.1812744,2.001648,2.000427,1.994324,1.989746,1.988831,-9.806351,-5.344756
723.884, -0.4284668,1.992798,1.992493,1.990967,1.99585,1.985168,-9.806351,-5.271434
734.1199, -1.252441,1.99707,1.986694,1.987915,1.994934,1.99585,-9.806351,-5.35553
743.8805, -3.449707,2.002869,1.991577,1.988831,1.98761,1.985779,-9.806351,-5.229835
753.8973, -1.362305,1.999817,1.990051,1.985474,1.988525,1.984253,-9.806351,-5.246294
763.8851, -2.982788,1.992493,1.989136,1.98822,1.996155,1.989136,-9.806351,-5.297171
773.885, -2.296143,1.999817,1.988831,1.986084,1.989746,1.987915,-9.806351,-5.162797
783.9252, -3.669434,1.993713,1.992798,1.991577,1.99646,1.989746,-9.806351,-5.151125
793.8653, -6.361084,1.996155,1.996765,1.989441,1.992188,1.983948,-9.806351,-5.036203
803.8816, -4.465942,2.001038,1.998901,1.988831,1.985474,1.976013,-9.806351,-5.063138
814.1783, -6.71814,1.995239,2.000122,1.997986,2.001953,1.991882,-9.806351,-5.097256
823.8736, -7.322388,1.995544,1.997681,1.994019,1.994019,1.983643,-9.806351,-5.025429
833.887, -7.23999,1.990967,1.994019,1.991272,1.997986,1.991577,-9.806351,-5.141249
864.8371, -7.322388,1.998291,1.992493,1.989136,1.990662,1.987,-9.806351,-4.976049
874.249, -10.26123,1.992493,1.990356,1.988831,1.995239,1.987,-9.806351,-4.947019
883.9174, -10.1239,1.994934,1.992493,1.987915,1.998596,1.991272,-9.806351,-5.09516
893.8915, -11.25,1.997681,1.988831,1.983948,1.990356,1.990051,-9.806351,-4.948216
903.8821, -11.3324,1.99707,1.99585,1.986389,1.98761,1.983032,-9.806351,-4.945822
913.8866, -11.38733,2.001343,1.99585,1.991577,1.994934,1.994324,-9.806351,-5.007473
923.959, -12.34863,2.004089,1.993408,1.988525,1.988525,1.984253,-9.806351,-4.923676
933.8895, -12.76062,2.002869,1.994934,1.989441,1.984558,1.986084,-9.806351,-5.046678
943.8876, -14.82056,1.99585,1.98761,1.985779,1.991272,1.990967,-9.806351,-4.891055
954.5338, -13.72192,1.998901,1.993713,1.989746,1.987,1.981812,-9.806351,-4.872799
963.8911, -14.51843,1.999207,2.001648,1.995239,1.992798,1.994934,-9.806351,-4.909909
973.9169, -15.36987,1.994019,1.994019,1.993713,1.995239,1.98761,-9.806351,-4.849456
983.8996, -14.71069,1.999512,1.999512,1.993713,1.992188,1.982117,-9.806351,-4.986823
