DataTypeVer2.0,Time,RawData
NumberOfData,,360
PreTriggerData,,0
SamplingTime[ms],,100.000
DataLabel,,GonioCh2[1]
DataUnit,sec,deg
,0,0.17853
,0.1,1.74409
,0.2,0.9366
,0.3,1.54634
,0.4,1.74409
,0.5,-0.6894
,0.6,-3.06795
,0.7,-4.37534
,0.8,-8.1986
,0.9,-10.8024
,1,-14.2301
,1.1,-14.5487
,1.2,-16.3835
,1.3,-17.7897
,1.4,-17.8996
,1.5,-20.1188
,1.6,-22.2612
,1.7,-24.1234
,1.8,-26.9963
,1.9,-28.8201
,2,-30.9954
,2.1,-27.9027
,2.2,-24.9968
,2.3,-22.2557
,2.4,-17.8886
,2.5,-17.136
,2.6,-12.7415
,2.7,-9.34119
,2.8,-7.73717
,2.9,-4.21603
,3,-3.81503
,3.1,-0.10712
,3.2,7.9653e-2
,3.3,1.821
,3.4,3.29318
,3.5,0.89815
,3.6,-0.90912
,3.7,-3.94136
,3.8,-5.10043
,3.9,-9.89051
,4,-14.0928
,4.1,-16.7515
,4.2,-22.5414
,4.3,-27.3589
,4.4,-29.4738
,4.5,-29.2156
,4.6,-30.2044
,4.7,-30.6768
,4.8,-32.9235
,4.9,-31.7644
,5,-29.8144
,5.1,-27.4743
,5.2,-21.1461
,5.3,-17.2789
,5.4,-12.2471
,5.5,-11.3572
,5.6,-8.4403
,5.7,-6.62206
,5.8,-5.11691
,5.9,-3.0295
,6,-1.12336
,6.1,-1.95833
,6.2,-0.6894
,6.3,-0.49714
,6.4,0.1236
,6.5,-0.40924
,6.6,-1.51887
,6.7,-2.87019
,6.8,-8.75891
,6.9,-15.999
,7,-18.2676
,7.1,-21.8767
,7.2,-24.4969
,7.3,-26.6063
,7.4,-26.8975
,7.5,-28.3861
,7.6,-26.9139
,7.7,-27.5072
,7.8,-29.1387
,7.9,-25.7768
,8,-26.1504
,8.1,-24.7441
,8.2,-21.7448
,8.3,-20.2727
,8.4,-17.1196
,8.5,-14.2631
,8.6,-11.4286
,8.7,-10.5332
,8.8,-8.14366
,8.9,-4.57309
,9,-1.74409
,9.1,0.32684
,9.2,-1.01898
,9.3,0.22797
,9.4,1.39253
,9.5,0.99702
,9.6,1.96383
,9.7,1.11787
,9.8,-1.95833
,9.9,-3.30966
,10,-2.88118
,10.1,-5.74314
,10.2,-5.72667
,10.3,-8.69848
,10.4,-8.25353
,10.5,-7.94592
,10.6,-6.69346
,10.7,-8.97315
,10.8,-7.93493
,10.9,-8.07226
,11,-7.94592
,11.1,-8.12719
,11.2,-6.94615
,11.3,-4.64999
,11.4,-3.98532
,11.5,-3.74362
,11.6,-1.83748
,11.7,-2.78231
,11.8,-1.96382
,11.9,0.64545
,12,1.52437
,12.1,1.43647
,12.2,3.49093
,12.3,4.52914
,12.4,2.97457
,12.5,-1.60676
,12.6,-5.33115
,12.7,-11.0606
,12.8,-17.1525
,12.9,-21.7064
,13,-25.5351
,13.1,-29.5012
,13.2,-31.5832
,13.3,-33.2531
,13.4,-37.4993
,13.5,-40.6964
,13.6,-41.3611
,13.7,-47.6672
,13.8,-48.6395
,13.9,-47.7167
,14,-46.9202
,14.1,-43.8385
,14.2,-37.1478
